time,closeAsk,closeBid,highAsk,highBid,lowAsk,lowBid,openAsk,openBid,volume
2012-06-12T05:00:00.000000Z,1.24928,1.24918,1.25299,1.25289,1.24697,1.24687,1.24971,1.2496,17498
2012-06-12T13:00:00.000000Z,1.25048,1.25023,1.25195,1.25185,1.24433,1.24423,1.2493,1.2492,19622
2012-06-12T21:00:00.000000Z,1.24901,1.2489,1.25169,1.25155,1.24744,1.24733,1.25045,1.2502,5827
2012-06-13T05:00:00.000000Z,1.25411,1.25399,1.25616,1.25604,1.24867,1.24856,1.24903,1.24892,18931
2012-06-13T13:00:00.000000Z,1.25579,1.25561,1.26111,1.26099,1.25163,1.25152,1.25413,1.25401,17435
2012-06-13T21:00:00.000000Z,1.25821,1.2581,1.25885,1.25874,1.25533,1.25521,1.25577,1.25559,5251
2012-06-14T05:00:00.000000Z,1.25793,1.25782,1.25904,1.25893,1.2543,1.25419,1.25818,1.25807,18803
2012-06-14T13:00:00.000000Z,1.26339,1.26319,1.26381,1.26363,1.25639,1.25629,1.25795,1.25784,19086
2012-06-14T21:00:00.000000Z,1.26401,1.2639,1.26476,1.26465,1.26148,1.26136,1.26337,1.26317,4485
2012-06-15T05:00:00.000000Z,1.26011,1.26,1.26444,1.26433,1.25941,1.25932,1.26399,1.26388,16012
2012-06-15T13:00:00.000000Z,1.26433,1.26333,1.26697,1.26597,1.25929,1.25918,1.26008,1.25997,13867
2012-06-15T21:00:00.000000Z,1.26433,1.26333,1.26433,1.26333,1.26433,1.26333,1.26433,1.26333,17
2012-06-17T05:00:00.000000Z,1.26433,1.26333,1.26433,1.26333,1.26433,1.26333,1.26433,1.26333,1
2012-06-17T13:00:00.000000Z,1.26994,1.26939,1.27434,1.27334,1.26867,1.26797,1.27238,1.27138,2478
2012-06-17T21:00:00.000000Z,1.27071,1.27061,1.27486,1.27468,1.26733,1.26723,1.26999,1.26944,10778
2012-06-18T05:00:00.000000Z,1.25932,1.25922,1.27257,1.27247,1.25909,1.25899,1.27068,1.27058,24471
2012-06-18T13:00:00.000000Z,1.25773,1.25755,1.26096,1.26086,1.25578,1.25566,1.25934,1.25924,16955
2012-06-18T21:00:00.000000Z,1.26134,1.26124,1.26169,1.26159,1.25765,1.2574,1.2577,1.25752,6128
