time,closeAsk,closeBid,highAsk,highBid,lowAsk,lowBid,openAsk,openBid,volume
2009-12-04T10:00:00.000000Z,1.48628,1.48528,1.50837,1.50773,1.48223,1.48214,1.50678,1.50669,35599
2009-12-04T22:00:00.000000Z,1.48608,1.48508,1.4863,1.4853,1.48608,1.48508,1.4863,1.4853,4
2009-12-06T10:00:00.000000Z,1.48583,1.48553,1.48903,1.48803,1.48528,1.4848,1.4858,1.4848,1260
2009-12-06T22:00:00.000000Z,1.48048,1.48039,1.49054,1.49042,1.47571,1.47562,1.48586,1.48556,19539
2009-12-07T10:00:00.000000Z,1.48278,1.4826,1.48912,1.48903,1.47808,1.47799,1.48046,1.48037,32429
2009-12-07T22:00:00.000000Z,1.48456,1.48447,1.48678,1.48666,1.47829,1.47817,1.48267,1.48249,16221
2009-12-08T10:00:00.000000Z,1.47042,1.47024,1.48636,1.48627,1.46812,1.46803,1.48454,1.48445,36305
2009-12-08T22:00:00.000000Z,1.4754,1.47531,1.47674,1.47665,1.4669,1.46678,1.47045,1.47027,18867
2009-12-09T10:00:00.000000Z,1.47257,1.47239,1.47823,1.47814,1.46744,1.46735,1.47543,1.47534,34347
2009-12-09T22:00:00.000000Z,1.47131,1.47122,1.47603,1.47591,1.46839,1.4683,1.47279,1.47261,16192
2009-12-10T10:00:00.000000Z,1.47327,1.47309,1.47604,1.47595,1.46941,1.46932,1.47128,1.47119,27668
2009-12-10T22:00:00.000000Z,1.47539,1.4753,1.47692,1.47683,1.47105,1.47093,1.47339,1.47321,13289
2009-12-11T10:00:00.000000Z,1.462,1.461,1.47765,1.47756,1.45864,1.45855,1.47537,1.47528,30727
2009-12-11T22:00:00.000000Z,1.46215,1.46115,1.46215,1.46115,1.4619,1.4609,1.46198,1.46098,7
2009-12-13T10:00:00.000000Z,1.46298,1.46248,1.4644,1.4634,1.46203,1.4613,1.4623,1.4613,989
2009-12-13T22:00:00.000000Z,1.46683,1.46663,1.4686,1.46848,1.45998,1.45978,1.4627,1.4622,19389
2009-12-14T10:00:00.000000Z,1.46571,1.46553,1.46732,1.46723,1.46174,1.46165,1.46681,1.46661,22284
2009-12-14T22:00:00.000000Z,1.45475,1.45375,1.46647,1.46629,1.45344,1.45332,1.46582,1.46564,13655
2009-12-15T10:00:00.000000Z,1.45388,1.4537,1.45726,1.45717,1.45043,1.45034,1.45473,1.45373,26851
2009-12-15T22:00:00.000000Z,1.4557,1.45552,1.45618,1.45609,1.45117,1.45108,1.45385,1.45367,16339
2009-12-16T10:00:00.000000Z,1.45324,1.45306,1.45915,1.45906,1.45065,1.45053,1.45572,1.45554,31126
2009-12-16T22:00:00.000000Z,1.43668,1.43659,1.45377,1.45359,1.43559,1.4355,1.4532,1.45302,25120
2009-12-17T10:00:00.000000Z,1.43388,1.4337,1.43767,1.43758,1.43043,1.43034,1.4367,1.43661,28119
2009-12-17T22:00:00.000000Z,1.44022,1.43972,1.44122,1.4411,1.43067,1.43052,1.43391,1.43373,20814
2009-12-18T10:00:00.000000Z,1.43426,1.43326,1.44032,1.44014,1.42617,1.42608,1.44025,1.43975,27270
2009-12-18T22:00:00.000000Z,1.43431,1.43331,1.43431,1.43331,1.43431,1.43331,1.43431,1.43331,1
2009-12-20T10:00:00.000000Z,1.43142,1.43102,1.43471,1.43371,1.42855,1.42795,1.43411,1.43311,1252
2009-12-20T22:00:00.000000Z,1.43232,1.43223,1.43597,1.43582,1.42813,1.42803,1.43147,1.43107,14033
2009-12-21T10:00:00.000000Z,1.4278,1.42762,1.43737,1.43728,1.42683,1.42674,1.43229,1.4322,19665
2009-12-21T22:00:00.000000Z,1.43162,1.4315,1.43326,1.43311,1.42665,1.42647,1.42774,1.42756,11745
2009-12-22T10:00:00.000000Z,1.42499,1.42479,1.43194,1.43182,1.42179,1.42167,1.43165,1.43153,19800
2009-12-22T22:00:00.000000Z,1.42472,1.4246,1.42765,1.4275,1.42352,1.4234,1.42495,1.42475,8074
2009-12-23T10:00:00.000000Z,1.4338,1.4336,1.43671,1.43659,1.42392,1.4238,1.4247,1.42458,16653
2009-12-23T22:00:00.000000Z,1.43844,1.43831,1.43902,1.43889,1.43245,1.43225,1.43388,1.43368,6767
2009-12-24T10:00:00.000000Z,1.43852,1.43752,1.4419,1.44177,1.43518,1.43498,1.43841,1.43828,10109
2009-12-24T22:00:00.000000Z,1.4398,1.4388,1.44007,1.43907,1.43607,1.43547,1.43855,1.43755,3150
2009-12-25T10:00:00.000000Z,1.4393,1.4383,1.4393,1.4383,1.4393,1.4383,1.4393,1.4383,1
2009-12-27T10:00:00.000000Z,1.43942,1.43842,1.44028,1.43928,1.4363,1.4353,1.4363,1.4353,232
2009-12-27T22:00:00.000000Z,1.43908,1.43897,1.43992,1.43963,1.43541,1.43526,1.43946,1.43846,7731
2009-12-28T10:00:00.000000Z,1.43802,1.43784,1.44142,1.44131,1.43766,1.43748,1.43906,1.43895,8098
2009-12-28T22:00:00.000000Z,1.44284,1.44275,1.44367,1.44356,1.43554,1.43542,1.43808,1.4379,9161
2009-12-29T10:00:00.000000Z,1.43544,1.43526,1.44586,1.44577,1.43328,1.43319,1.44281,1.44272,18478
2009-12-29T22:00:00.000000Z,1.43508,1.43499,1.43617,1.43608,1.43077,1.43065,1.43541,1.43523,9870
2009-12-30T10:00:00.000000Z,1.43399,1.43381,1.43618,1.43609,1.42744,1.42735,1.43511,1.43502,19896
2009-12-30T22:00:00.000000Z,1.44019,1.44006,1.44413,1.44396,1.43269,1.43251,1.43392,1.43374,9876
2009-12-31T10:00:00.000000Z,1.43302,1.43202,1.44214,1.44201,1.43079,1.43064,1.44016,1.44003,14081
2009-12-31T22:00:00.000000Z,1.4317,1.4307,1.4317,1.4307,1.4317,1.4307,1.4317,1.4307,1
2010-01-03T10:00:00.000000Z,1.43056,1.43016,1.43525,1.43325,1.42944,1.42909,1.4317,1.4307,1027
2010-01-03T22:00:00.000000Z,1.43953,1.43944,1.43969,1.4396,1.42583,1.42569,1.4305,1.4301,17850
2010-01-04T10:00:00.000000Z,1.44136,1.44118,1.44565,1.44556,1.43755,1.43746,1.43951,1.43942,24181
2010-01-04T22:00:00.000000Z,1.44324,1.44315,1.44845,1.44833,1.44053,1.44044,1.44132,1.44114,18136
2010-01-05T10:00:00.000000Z,1.4366,1.4364,1.44551,1.44542,1.43473,1.43464,1.44321,1.44312,27023
2010-01-05T22:00:00.000000Z,1.43781,1.43772,1.43834,1.43825,1.4284,1.42824,1.43675,1.43655,19019
2010-01-06T10:00:00.000000Z,1.44087,1.44069,1.4435,1.44341,1.43372,1.43363,1.43784,1.43775,26123
2010-01-06T22:00:00.000000Z,1.43565,1.43515,1.44476,1.44451,1.43522,1.43509,1.44083,1.44065,17175
