time,closeAsk,closeBid,highAsk,highBid,lowAsk,lowBid,openAsk,openBid,volume
2018-10-18T02:03:30.000000Z,1.14964,1.1495,1.14969,1.14955,1.14963,1.14949,1.14967,1.14952,41
2018-10-18T02:04:00.000000Z,1.14962,1.14948,1.14966,1.14952,1.14947,1.14933,1.14965,1.14951,95
2018-10-18T02:04:30.000000Z,1.14968,1.14953,1.14968,1.14953,1.14959,1.14944,1.14961,1.14947,79
2018-10-18T02:05:00.000000Z,1.14962,1.14948,1.14968,1.14955,1.14962,1.14947,1.14967,1.14953,34
2018-10-18T02:05:30.000000Z,1.14961,1.14947,1.14965,1.14951,1.14961,1.14946,1.14965,1.14951,4
2018-10-18T02:06:00.000000Z,1.14957,1.14942,1.14968,1.14954,1.14956,1.14941,1.14962,1.14948,33
2018-10-18T02:06:30.000000Z,1.14963,1.14948,1.14963,1.14948,1.14955,1.14941,1.1496,1.14945,34
2018-10-18T02:07:00.000000Z,1.14965,1.14952,1.14967,1.14952,1.14963,1.14948,1.14964,1.14948,19
2018-10-18T02:07:30.000000Z,1.14982,1.14967,1.14983,1.14969,1.1497,1.14955,1.14971,1.14955,81
2018-10-18T02:08:00.000000Z,1.14981,1.14967,1.14985,1.14971,1.14978,1.14964,1.14982,1.14968,29
2018-10-18T02:08:30.000000Z,1.14981,1.14967,1.14983,1.14971,1.14977,1.14963,1.14981,1.14968,36
2018-10-18T02:09:00.000000Z,1.14984,1.14971,1.14988,1.14974,1.14981,1.14969,1.14981,1.14969,29
2018-10-18T02:09:30.000000Z,1.14982,1.14967,1.14983,1.1497,1.14977,1.14963,1.14983,1.1497,34
2018-10-18T02:10:00.000000Z,1.14989,1.14973,1.14989,1.14974,1.1498,1.14966,1.14981,1.14967,46
2018-10-18T02:10:30.000000Z,1.14998,1.14983,1.14998,1.14983,1.14985,1.14973,1.14988,1.14974,34
2018-10-18T02:11:00.000000Z,1.14993,1.14981,1.14999,1.14985,1.14987,1.14973,1.14998,1.14984,32
2018-10-18T02:11:30.000000Z,1.14992,1.14977,1.14997,1.14983,1.1499,1.14976,1.14993,1.14979,40
2018-10-18T02:12:00.000000Z,1.14998,1.14984,1.15002,1.14988,1.14987,1.14973,1.14991,1.14978,72
2018-10-18T02:12:30.000000Z,1.14992,1.14978,1.14998,1.14984,1.14991,1.14976,1.14997,1.14983,26
2018-10-18T02:13:00.000000Z,1.1499,1.14976,1.14995,1.14981,1.1499,1.14976,1.14994,1.1498,31
2018-10-18T02:13:30.000000Z,1.14993,1.14978,1.14995,1.14981,1.14986,1.14972,1.14988,1.14975,44
2018-10-18T02:14:00.000000Z,1.14995,1.14981,1.14995,1.14981,1.14987,1.14973,1.14991,1.14978,36
2018-10-18T02:14:30.000000Z,1.14996,1.14982,1.14996,1.14982,1.14996,1.14982,1.14996,1.14982,1
2018-10-18T02:15:00.000000Z,1.14997,1.14985,1.15003,1.14989,1.14994,1.14981,1.14994,1.14982,22
2018-10-18T02:15:30.000000Z,1.15,1.14988,1.15,1.14988,1.14992,1.14978,1.14996,1.14982,33
2018-10-18T02:16:00.000000Z,1.15001,1.14987,1.15001,1.14987,1.14994,1.1498,1.15,1.14986,16
2018-10-18T02:16:30.000000Z,1.15005,1.14991,1.15005,1.14992,1.14997,1.14985,1.15,1.14986,53
2018-10-18T02:17:00.000000Z,1.15013,1.14999,1.15013,1.14999,1.15005,1.14991,1.15006,1.14991,10
2018-10-18T02:17:30.000000Z,1.15015,1.15001,1.15016,1.15001,1.15012,1.14999,1.15012,1.14999,7
2018-10-18T02:18:00.000000Z,1.15015,1.15002,1.15019,1.15005,1.15014,1.15001,1.15016,1.15002,34
2018-10-18T02:18:30.000000Z,1.15015,1.15,1.1502,1.15005,1.15013,1.15,1.15013,1.15,35
2018-10-18T02:19:00.000000Z,1.15014,1.15,1.15018,1.15005,1.15014,1.15,1.15016,1.15,31
2018-10-18T02:19:30.000000Z,1.15011,1.14996,1.15015,1.15,1.15011,1.14996,1.15015,1.15,2
2018-10-18T02:20:00.000000Z,1.14992,1.14978,1.15007,1.14993,1.14991,1.14977,1.15007,1.14993,50
2018-10-18T02:20:30.000000Z,1.1499,1.14976,1.14996,1.14982,1.1499,1.14975,1.14992,1.14977,34
2018-10-18T02:21:00.000000Z,1.14992,1.14979,1.14996,1.14981,1.1499,1.14975,1.14991,1.14977,10
2018-10-18T02:21:30.000000Z,1.14993,1.14978,1.14999,1.14986,1.14992,1.14978,1.14994,1.1498,56
2018-10-18T02:22:00.000000Z,1.14995,1.1498,1.14998,1.14984,1.14992,1.14979,1.14995,1.14979,27
2018-10-18T02:22:30.000000Z,1.14991,1.14977,1.14992,1.14978,1.14987,1.14973,1.1499,1.14975,28
