time,closeAsk,closeBid,highAsk,highBid,lowAsk,lowBid,openAsk,openBid,volume
2018-10-19T06:45:50.000000Z,1.14663,1.14649,1.14667,1.14654,1.14656,1.14643,1.14659,1.14646,28
2018-10-19T06:46:00.000000Z,1.14659,1.14645,1.14668,1.14655,1.14659,1.14645,1.14664,1.1465,66
2018-10-19T06:46:10.000000Z,1.14652,1.14638,1.14659,1.14645,1.14651,1.14637,1.14658,1.14644,46
2018-10-19T06:46:20.000000Z,1.14649,1.14635,1.14654,1.14641,1.14649,1.14635,1.14651,1.14638,33
2018-10-19T06:46:30.000000Z,1.14643,1.14629,1.14648,1.14635,1.14636,1.14624,1.14648,1.14634,61
2018-10-19T06:46:40.000000Z,1.14633,1.14619,1.14642,1.1463,1.1463,1.14615,1.14642,1.14629,22
2018-10-19T06:46:50.000000Z,1.14638,1.14623,1.14638,1.14625,1.14625,1.14612,1.14633,1.1462,63
2018-10-19T06:47:00.000000Z,1.14632,1.14618,1.1464,1.14627,1.14632,1.14618,1.14637,1.14623,22
2018-10-19T06:47:10.000000Z,1.14633,1.14619,1.14636,1.14622,1.14629,1.14616,1.14629,1.14617,26
2018-10-19T06:47:20.000000Z,1.14632,1.14618,1.14635,1.14621,1.1463,1.14616,1.14633,1.1462,28
2018-10-19T06:47:30.000000Z,1.14627,1.14613,1.14633,1.1462,1.14627,1.14613,1.14632,1.14619,13
2018-10-19T06:47:40.000000Z,1.14629,1.14616,1.14634,1.14621,1.14627,1.14612,1.14627,1.14612,29
2018-10-19T06:47:50.000000Z,1.14629,1.14615,1.14633,1.1462,1.14628,1.14614,1.14628,1.14615,23
2018-10-19T06:48:00.000000Z,1.14628,1.14616,1.14629,1.14616,1.14628,1.14614,1.14628,1.14614,3
2018-10-19T06:48:10.000000Z,1.14629,1.14616,1.14629,1.14616,1.14629,1.14614,1.14629,1.14614,3
2018-10-19T06:48:20.000000Z,1.14631,1.14617,1.14631,1.14617,1.14624,1.1461,1.14629,1.14615,19
2018-10-19T06:48:30.000000Z,1.14624,1.14611,1.14639,1.14626,1.14622,1.1461,1.14632,1.14618,35
2018-10-19T06:48:40.000000Z,1.14621,1.14608,1.14626,1.14612,1.14619,1.14605,1.14625,1.14612,49
2018-10-19T06:48:50.000000Z,1.14624,1.1461,1.14625,1.14611,1.14619,1.14606,1.14619,1.14606,21
2018-10-19T06:49:00.000000Z,1.14621,1.14607,1.14625,1.14611,1.14614,1.146,1.14625,1.14611,38
2018-10-19T06:49:10.000000Z,1.14614,1.14601,1.14623,1.1461,1.14614,1.146,1.14622,1.14608,30
2018-10-19T06:49:20.000000Z,1.14604,1.14591,1.14614,1.14601,1.146,1.14586,1.14612,1.14599,57
2018-10-19T06:49:30.000000Z,1.14604,1.1459,1.1461,1.14596,1.14603,1.1459,1.14606,1.14592,43
2018-10-19T06:49:40.000000Z,1.14593,1.14579,1.14607,1.14594,1.14592,1.14577,1.14604,1.14591,42
2018-10-19T06:49:50.000000Z,1.14597,1.14584,1.14598,1.14585,1.14594,1.1458,1.14594,1.1458,12
2018-10-19T06:50:00.000000Z,1.14605,1.14592,1.1461,1.14596,1.146,1.14587,1.146,1.14587,53
2018-10-19T06:50:10.000000Z,1.14608,1.14595,1.14613,1.14599,1.14606,1.14593,1.14606,1.14593,43
2018-10-19T06:50:20.000000Z,1.14608,1.14595,1.14611,1.14597,1.14606,1.14594,1.14609,1.14596,14
2018-10-19T06:50:30.000000Z,1.14608,1.14594,1.14608,1.14595,1.14603,1.1459,1.14608,1.14594,37
2018-10-19T06:50:40.000000Z,1.14607,1.14594,1.14608,1.14595,1.14604,1.1459,1.14607,1.14593,23
2018-10-19T06:50:50.000000Z,1.1461,1.14596,1.14613,1.14599,1.14603,1.1459,1.14605,1.14592,43
2018-10-19T06:51:00.000000Z,1.14614,1.14602,1.14616,1.14603,1.14609,1.14595,1.14611,1.14596,56
2018-10-19T06:51:10.000000Z,1.14616,1.14602,1.14622,1.14609,1.14615,1.14602,1.14615,1.14602,30
2018-10-19T06:51:20.000000Z,1.14619,1.14606,1.14619,1.14606,1.14618,1.14605,1.14619,1.14605,4
2018-10-19T06:51:30.000000Z,1.14615,1.14602,1.14619,1.14606,1.14614,1.14601,1.14618,1.14605,25
